feature1,feature2,target
0.3745401188473625,0.9507143064099162,3.9570464972040704
0.7319939418114051,0.5986584841970366,4.416524163544389
0.15601864044243652,0.15599452033620265,1.8093522093295829
0.05808361216819946,0.8661761457749352,2.835167986251832
0.6011150117432088,0.7080725777960455,4.406067641936193
0.020584494295802447,0.9699098521619943,3.048956479302575
0.8324426408004217,0.21233911067827616,3.8028757940375524
0.18182496720710062,0.18340450985343382,1.9779392821915525
0.3042422429595377,0.5247564316322378,2.8647714251203564
0.43194501864211576,0.2912291401980419,2.9570017966966766
0.6118528947223795,0.13949386065204183,3.230405963371962
0.29214464853521815,0.3663618432936917,2.527089400357867
0.45606998421703593,0.7851759613930136,4.034899488361567
0.19967378215835974,0.5142344384136116,2.668768315995952
0.5924145688620425,0.046450412719997725,2.9523505480255716
0.6075448519014384,0.17052412368729153,3.3533621013442927
0.06505159298527952,0.9488855372533332,3.068387041862218
0.9656320330745594,0.8083973481164611,5.438317179020852
0.3046137691733707,0.09767211400638387,2.0202340925703277
0.6842330265121569,0.4401524937396013,3.8514230385191297
0.12203823484477883,0.4951769101112702,2.3487583538154664
0.034388521115218396,0.9093204020787821,2.9559215649848833
0.2587799816000169,0.662522284353982,3.1290535934410166
0.31171107608941095,0.5200680211778108,3.057987595527457
0.5467102793432796,0.18485445552552704,3.0111399382686836
0.9695846277645586,0.7751328233611146,5.604372937731636
0.9394989415641891,0.8948273504276488,5.581685842224069
0.5978999788110851,0.9218742350231168,4.909465323138451
0.0884925020519195,0.1959828624191452,1.7200099657705497
0.045227288910538066,0.32533033076326434,1.7006267726165145
0.388677289689482,0.2713490317738959,2.6016406828101264
0.8287375091519293,0.3567533266935893,4.247966422367285
0.28093450968738076,0.5426960831582485,2.905849416846054
0.14092422497476265,0.8021969807540397,3.098566685841577
0.07455064367977082,0.9868869366005173,3.2447495666977018
0.7722447692966574,0.1987156815341724,3.70688277969263
0.005522117123602399,0.8154614284548342,2.5628098364736354
0.7068573438476171,0.7290071680409873,4.42710164515624
0.7712703466859457,0.07404465173409036,3.417248848319316
0.3584657285442726,0.11586905952512971,2.3927751841154246
0.8631034258755935,0.6232981268275579,4.857315905694917
0.3308980248526492,0.06355835028602363,1.9952368972587962
0.3109823217156622,0.32518332202674705,2.600631701785599
0.7296061783380641,0.6375574713552131,4.5024652156975025
0.8872127425763265,0.4722149251619493,4.517682334432765
0.1195942459383017,0.713244787222995,2.800644822855448
0.7607850486168974,0.5612771975694962,4.410730412834285
0.770967179954561,0.49379559636439074,4.186195702809402
0.5227328293819941,0.42754101835854963,3.4590592608979094
0.02541912674409519,0.10789142699330445,1.348118686855718
0.03142918568673425,0.6364104112637804,2.4754135039052914
0.3143559810763267,0.5085706911647028,3.065589530761876
0.907566473926093,0.24929222914887494,4.083516943280319
0.41038292303562973,0.7555511385430487,3.6484685422014747
0.22879816549162246,0.07697990982879299,1.8918578428533193
0.289751452913768,0.16122128725400442,2.2430755283405337
0.9296976523425731,0.808120379564417,5.456838484787158
0.6334037565104235,0.8714605901877177,5.028405598972178
0.8036720768991145,0.18657005888603584,3.841245399538732
0.8925589984899778,0.5393422419156507,4.869918043319294
0.8074401551640625,0.8960912999234932,5.309903241688494
0.3180034749718639,0.11005192452767676,2.239253399101525
0.22793516254194168,0.4271077886262563,2.5064941404143033
0.8180147659224931,0.8607305832563434,5.2514023863294925
0.006952130531190703,0.5107473025775657,1.9650684752949463
0.417411003148779,0.22210781047073025,2.6727667697137965
0.1198653673336828,0.33761517140362796,1.986290090025394
0.9429097039125192,0.32320293202075523,4.4833223897177
0.5187906217433661,0.7030189588951778,4.193875639687805
0.363629602379294,0.9717820827209607,3.8477264533206283
0.9624472949421112,0.25178229582536416,4.459532495514513
0.49724850589238545,0.30087830981676966,2.9322305501917305
0.2848404943774676,0.036886947354532795,1.881102191262525
0.6095643339798968,0.5026790232288615,3.94294610809415
0.05147875124998935,0.27864646423661144,1.718157184132737
0.9082658859666537,0.23956189066697242,4.096146961440975
0.1448948720912231,0.489452760277563,2.342059765902799
0.9856504541106007,0.2420552715115004,4.509021680248271
0.6721355474058786,0.7616196153287176,4.466609209703356
0.23763754399239967,0.7282163486118596,3.1909911881591153
0.3677831327192532,0.6323058305935795,3.3725182433353
0.6335297107608947,0.5357746840747585,3.906978465671619
0.0902897700544083,0.835302495589238,3.1558687102742335
0.32078006497173583,0.18651851039985423,2.398769117946717
0.040775141554763916,0.5908929431882418,2.1015970523750145
0.6775643618422824,0.016587828927856152,3.084514174859502
0.512093058299281,0.22649577519793795,2.9230920788168797
0.6451727904094499,0.17436642900499144,3.369494562717955
0.690937738102466,0.3867353463005374,3.7670318330652024
0.9367299887367345,0.13752094414599325,4.0737582103555
0.3410663510502585,0.11347352124058907,2.3006448235299994
0.9246936182785628,0.877339353380981,5.6153350810146625
0.2579416277151556,0.659984046034179,2.9737633345082473
0.8172222002012158,0.5552008115994623,4.528618100218477
0.5296505783560065,0.24185229090045168,3.0251617857528275
0.09310276780589921,0.8972157579533268,3.00840689606698
0.9004180571633305,0.6331014572732679,5.144002510064637
0.3390297910487007,0.3492095746126609,2.756006693467519
0.7259556788702394,0.8971102599525771,4.845999161082367
0.8870864242651173,0.7798755458576239,5.312796559216077
